index,name,url
601,Xduino_A1,/pharos/bb654a6092ba4ee9bab85774cdbc03ea
602,入门级航模套件，基于国产ESP8266/32芯片模组打造的,/8bitgame/ESP8266_32_FCS
603,高速无线DAP调试器,/ylj2000/dap_hs_wl_v0-4
604,10Gbps超高速NVMe/M.2移动硬盘盒-JMS583,/aknice/jms583-demo
605,PingFOCerLite_V2.0,/hbozyq/PingFOCerLite_V2.0
606,LT6911C MIPI开发板,/lemon_wifi/LT6911C
607,大功率2KW不间断电源,/leichaolin/da-gong-shuai-2KWbu-jian-duan-di
608,TPYE-C转HDMI扩展坞,/leichaolin/TPYE-Czhuai-HDMIkuo-zhan-wu
609,迷你USB蓝牙数字功放,/electricrunning/hifi_board
610,【全开源】老霸王游戏机摆件，基于ESP32-S3开发板，支持外置手柄和键盘操作,/arthas/esp32-s3_tft3-2_board
611,开关电源程控反馈,/dingcheng/GaN-Programmable-Switching-Power-Supply-Board
612,多功能履带车,/myself1820/wifiyuan-cheng-kong-zhi-de-duo-g
613,Blheli_s 8S60A电调,/hbozyq/Blheil_s-8S60Adian-diao
614,动态电子负载,/wdx4/dynamic-electronic-load
615,BROBOT步进电机平衡车（开源项目修改版）驭风版,/satun/yu-feng-PICOping-heng-ju-C3U_Min
616,#第八届立创电赛#瑞萨RA-猫咪智能饮水机,/yt17/rui-sara-m
617,已开源|ESP32C3温湿度传感器AHT20+SHT30,/animal/ESP32C3wen-shi-du-chuan-gan-qi-A
618,Xilinx-XCZ7Z010核心板,/dingcheng/mi-ni-zhuo-mian-dian-nao
619,流浪地球 球形方向盘,/sytnocui/ping-heng-li-fang-ti-qiu-xing-ba
620,【2023星火计划】计时骰子,/jackiecoo/xing-huo-ji-hua-ji-shi-tou-zi
621,自行车RGB呼吸灯,/ghgjkh/hu-xi-deng-v2
622,迷你0.96寸128x64_oled交互面板,/roboeda111/407m_oledkeyextend
623,智能挂件ESP8266,/qq3046981740/xem_xinhuo
624,点晶——CW32多功能测试笔,/heyh/dian-jing-testpen
625,中秋快乐,/wowowo123/zhong-qiu-kuai-le
626,电创派 V20,/gshaoburuchuan/dian-chuang-pai-v20
627,#第七届立创电赛#八合一环境检测,/sm_brie/qi-ge-yi-k
628,#第八届立创电赛#音视频KVM切换器 光纤、模拟音频、HDMI,/aknice/yin-shi-pi
629,试作型多功能观测仪【废土重工】,/kevin_wuu/dai-tai-tou-xian-shi-de-duo-gong
630,[初中毕设]电磁炮,/studingstudent/dian-ci-pao-v1-0
631,ESP32 万能遥控器,/bukaiyuan/ESP32-hang-mu-yao-kong-qi
632,LoRaWAN多路继电器,/yanqisui/lorawan-duo-lu-ji-dian-qi
633,梁山派示波器-双通道,/woshinidiegun/ji-yu-li-chuang-liang-shan-pai
634,“面霜”版  丐 dial,/morempty/mian-shuang-ban-gai-dial
635,家用插座智能监控系统,/qusenberg/jia-yong-cha-zuo-zhi-neng-jian-kong-xi-tong-bi-she
636,基于AM32固件和G071的32位无刷电机电调（ESC）,/mtbsk8/ji-yu-am32-gu-jian-he-g071-de-32-wei-wu-shua-dian-ji-dian-diao-esc
637,全志Allwinner H3/H5开发板,/jianghaibo/quan-zhi-Allwinner-H3-H5kai-fa-b
638,Mini热风枪,/abby_qi/mini-re-feng-qiang
639,【USB麦克风】3D打印 | PCM2912 | 26mm驻极体,/bjganxin/pcm2912a_microphone
640,ColorfulClock,/cryostatx/ColorfulClock
641,SAF775X Radio,/imhhh/saf775x-radio
642,GP1294AI 256x48 VFD显示模块(UNL-200AP-C)_Pro,/xact/gp1294ai-256x48-vfd-xian-shi-mo-kuai-unl-200ap-c-_2023-09-13_19-56-46
643,A1 - VL812/VL813 USB3.0超高速扩展坞,/lovetombseries/LoveTearA1
644,2T - VL822气氛下的USB扩展坞,/lovetombseries/LoveTomb2
645,ToT2_四口带千兆网卡的可二次开发的高速USB扩展坞,/lovetombseries/LoveTomb19
646,3 - 集成快充与网口的超高速USB3.2扩展坞VL822,/lovetombseries/LoveTomb3
647,ESP32数控电子负载仪,/fj956391150/ESP32-shuo-kong-dian-zi-fu-zai-y
648,【复刻小霸王】童年的回忆,/dr.zhang/Subor
649,【5V输入】升压充电，可对两节串联锂电池（8.4V）电路充电,/rnmmmp/liang-jie-li-dian-chi-chong-dian-dian-lu
650,AiPi-KVM,/ai-thiner_openteam/aipi-kvm
651,【立创开发板】基于梁山派智能平衡小车,/yanqisui/ji-yu-liang-shan-pai-zhi-neng-ping-heng-xiao-ju
652,来做一个有点啸危险的盖革计数器（Geiger Counter）,/chimchim4482/GC001
653,THKB_main_v0.1.3,/kairingo/thkb_main_v0-1-3
654,嘉立创PCB盘中孔设计案例--6层FPGA核心板,/mu-kuai/6-ceng-FPGA-he-xin-ban
655,CH579M双模丐PAD,/c3h4o/ch579m-shuang-mo-pad
656,简单好做的Reamp BOX,/tinlll/Reamp-BOX
657,AiPi-SCP-4.3,/ai-thiner_openteam/aipi-scp-4-3
658,指夹式血氧仪开发套件,/yagi2021/zhi-jia-shi-xie-yang-yi-kai-fa-t
659,【彩色丝印】华为服务器电源转接板,/frostautumn/hua-wei-460w-dian-yuan-zhuan-jie-ban-_2022-09-04_14-10-41
660,地球名片,/small_da/di-qiu-ming-pian
661,环境检测扩展板,/li-chuang-kai-fa-ban/huan-jing-jian-ce-kuo-zhan-ban
662,IS903 U盘,/sqc04/is903-u-pan
663,308紫外线灯,/myself1820/zi-wai-xian-deng
664,自调光屏幕挂灯,/heguoxin/zi-diao-guang-p-m-g-d
665,简易FOC闭环步进电机,/an_ye/foc-bi-hua
666,触摸发光桌（升级版）,/liuwenchao/chu-mo-fa-guang-zhuo-sheng-ji-ban
667,复刻萝莉3遥控器【V2已更新】,/qzc13457/fk_loli3
668,迷你自平衡莱洛三角形,/bonus/mini_lelo_triangle
669,电动车NFC控制模块 DC8-120V输入,/dt27/dcdc-8266-nfc
670,带手机夹小音响-KCX_BT010,/aknice/kcx_bt010_demo
671,AiPi-Remote,/ai-thiner_openteam/aipi-remote
672,HDMI 转 VGA CS5213芯片验证板,/Aknice/79fa85e6986e4af98d808872469bf327
673,3.7寸墨水屏 音频 小说 温湿度 ESP32,/leki_ghost/3-7-cun-mo-shui-ping
674,多通道RC遥控器测试板【彩色丝印】,/ylllllla/cai-se-si-yin-quan-tong-dao-rc-yao-kong-qi
675,HCHO-CUBE,/duduzhou/hcho_cube
676,QMK异形机械键盘,/hueren/xiao-jian-pan
677,CH582M三模丐PAD,/c3h4o/ch582m-san-mo-gai-pad
678,模块化PWM风扇控制板,/pangbo_5874/T1602-feng-shan
679,AiPi-Knob,/ai-thiner_openteam/aipi-scp-knob
680,H616Mini,/gao-shi-qing-tuan-dui/h616mini
681,StellateHub，基于CH334P的USB 2.0 Hub,/metro/StellateHub
682,200W双C电源-PCIE插槽位【孤独摇滚彩色丝印】,/sm_brie/pcietoUSB-PD130W
683,会呼吸的电子蝴蝶,/jy2054289596/hui-hu-xi-de-dian-zi-hu-die
684,STM32H7开发板/OpenMV4P,/fanghaoling/stm32h7-kai-fa-ban
685,多态旋转展台v1,/18511895537/duo-tai-xuan-zhuai-zhan-tai-v1
686,同步降压MPPT太阳能控制器,/giezjx/mpptrr
687,MMOS伺服电机直驱方向盘模拟器控制板,/cold_frost/diy-zhi-qu-mo-ni-qi-fang-xiang-pan
688,klipper_TOOLHEAD_USB,/joker1999/klipper_toolhead_usb
689,触摸灯光桌面,/liuwenchao/chu-mo-deng-guang-zhuo-mian
690,手持式激光测量仪,/course-examples/shou-chi-shi-ji-guang-ce-liang-yi
691,基于Air32的手持示波器,/weiwei924/ji-yu-Air32de-shou-chi-shi-bo-qi
692,#第八届立创电赛#基于R7FA2E1芯片的血氧仪设计,/woshinidiegun/yu-yin-shi
693,USB2.0-SL2.1A拓展器,/stillfants/usb2-0-sl2-1a-tuo-zhan-qi
694,ESP32+二手0.96TFT仿辉光管天气时钟,/muyan2020/tft_-fang-hui-guang-guan
695,基于ESP32-C3的Wi-Fi智能插座 | 验证成功,/thfairy/230416-wi-fi-zhi-neng-cha-zuo
696,ESP32C3 单模蓝牙小键盘 ZY-17W,/small_da/ESP32C3-dan-mu-lan-ya-jian-pan
697,"【Totoro】模仿 ""埙"" 的电子吹奏乐器",/dr.zhang/Totoro
698,爱莉希雅NFC卡,/242534lbw/ai-li-xi-ya-NFCka
699,热成像仪-V0.4,/jusha/re-cheng-xiang-yi-v0-3
700,ESP8266，12v多路Homekit智能插座,/planevina/12vesp8266switch
701,SD³ Plus温湿度版,/molunsmarthome/sd-plus-wen-shi-du-ban
702,KVM-over-USB | 简单的KVM方案,/jancgk/kvm-over-usb
703,【三键侧透光小键盘】CH552G,/phantomr/styudy-xiao-jian-pan-ch552g
704,TYPE-C的RTL8153B 千兆USB3.0网卡,/aknice/rtl8153b
705,示波管时钟,/ydy_cn/scope_clock
706,智能语音分类垃圾桶（基于CW32和CI1122）,/myself1820/zhi-neng-yu-yin-fen-lei-de-la-ji-tong
707,流浪地球STM32F103RCT6系统板,/liuxcfreddy/stm32f103rct6-xi-tong-ban
708,人体姿态解算——惯性动作捕捉设备,/isninesun/hpsv204
709,三相双向SiC无桥图腾柱逆变器/PFC开发板,/monnina/san-xiang-shuang-xiang-SiCwu-qia
710,【立创梁山派】2021年国赛J题-周期信号波形识别及参数测量装置,/leichaolin/ji-yu-GD32de-zhou-qi-xin-hao-shi
711,RNS-1605 电容式麦克风,/ta-ban-xiao-wu/rns-1605-dian-rong-shi-mai-ke-feng
712,HDMI转AV信号-MS1836,/aknice/ms1836
713,CM108 USB声卡,/aknice/cm108-usb-sheng-ka
714,【立创开发板】聪明聪的NES游戏机,/fishbed/xiao-zhang-di-you-hu-ji
715,RTL8367S网管交换机-VLAN低成本,/mlpzaq9998/rtl8367s-wang-guan-jiao-huan-ji
716,全向轮FPV三轮车V2,/shukkkk/quan-xiang-lun-FPVsan-lun-ju-V2
717,[已验证] ROBOCON常备STM32主控扩展板,/roboticlib/robocon-chang-bei-zhu-kong-kuo-zhan-ban
718,工业级4G远程485协议转换器,/18511895537/gong-ye-ji-4G-485xie-yi-zhuai-hu
719,Peak_DashboardV3_AXP173,/yeely/peak_dashboardv3_axp173
720,【兼容 Arduino Mega 2560】冷饭开发板甲型三版,/snowy_iris/CodeRice-ModA-Rev3
721,IP5389+BM3451 移动电源,/ixiaojx/IP5389-BM3451-yi-dong-dian-yuan
722,ESP32-S3 双模音箱 / USB DAC / ES8156,/hyun/esp32-s3-speakers
723,全地形车|基于摇臂-转向架结构的全地形车,/royne/ping-heng-yun-zai-ju
724,涂鸦Zigbee/BLE多模无线网关,/kiwiwang/tu-ya-zigbee-ble-duo-mo-wang-guan
725,2023年服创大赛A10赛题：智能家居远程控制系统,/fanhuacloud/smarthomecontrolpcb
726,AS4950_TB67H450FNG 四路有刷电机H桥驱动板,/fanhuacloud/as4950_devboard
727,3键小键盘-快速上手版ZY-03S,/small_da/3jian-xiao-jian-pan-kuai-su-shan
728,【已验证】造价低廉、复刻简单的焊烟风扇,/mingyueye/yi-yan-zheng-zao-jia-di-lian-fu-
729,机甲大师,/whzwhz16888/ji-jia-da-shi
730,3键小键盘-旋钮显示屏版ZY-03,/small_da/3jian-xiao-jian-pan-xuan-niu
731,智能遥控平衡小车,/boernengji/zhi-neng-yao-kong-ping-heng-xiao
732,四轴NT32,/simonlalla/si-zhou-nt32
733,无刷电调_CW32,/simonlalla/wu-shua-dian-diao-v0-3
734,全志A64开发板,/dingcheng/quan-zhi-a64-kai-fa-ban-2
735,【开发板】海思HI3518EV300-Linux,/ku-dian-ke-ji-guan/hi3518ev300-mini
736,【立创开发板】聪明聪的智能小车,/fishbed/xiao-zhang-de-zhi-neng-xiao-ju
737,[超迷你]TC4056锂电池充电板,/littleoandlittleq/tc4056-chong-dian-ban
738,PTC恒温加热台,/LittleOAndLittleQ/87e303d7f7624710a0cddce77ea6bd42
739,RGB_MCU_480X800,/li-chuang-kai-fa-ban/rgb_mcu_480x800
740,GD32F103RCT6最小系统板V2,/fanhuacloud/gd32f103rct6-devboard-v2
741,自制多功能电源,/expert/duo-gong-neng-dian-yuan
742,基于ESP32S3的触摸屏桌面工具--网络电台/PC监控等,/chimchim4482/ji-yu-ESP32S3de-chu-mo-ping-zhuo
743,基于esp32的led显示屏时钟,/jiangfeng6533/led-ping-mu-shi-zhong
744,ESP32³ Spectrum 律动盒子,/bluesubway/esp32-spectrum-lv-dong-he-zi
745,【PSVitaLCD】TypeC一线通显示器,/lemon_wifi/C_PSVLCD
746,【彩色丝印】STM32核心板（bushi,/hfutzfy/cai-se-si-yin-zheng-zai-yan-zheng
747,ESP32屏幕终端,/general-p/esp32-ping-mu-zhong-duan
748,【已验证】 基于ADS1292R的心率+ECG+呼吸频率RESP测量模块,/drzad/ji-yu-ads1292r-de-xin-lv-ecg-hu-xi-pin-lv-resp-ce-liang-mo-kuai
749,【立创开发板】梁山派游戏机,/whzwhz16888/liang-shan-pai-you-hu-ji
750,基于ESP32的AWTRIX，不需要服务器噢,/geek-crafts/GCPC_O001
751,口红款随身wifi 改type-c接口 ip5306 电源板子,/azunya/mifi-ip5306
752,便携点焊机2.1,/fj956391150/pian-xie-dian-han-ji
753,罗小黑触摸灯,/h1228920384/luo-xiao-hei-chu-mo-deng
754,USB HUB切换器 4进4出,/Aknice/e3a68120fa8d49ff8bc50ad21d57ec9d
755,内阻仪,/jusha/na-zu-yi
756,服务器电源转接板_CSPS转接板_HUAWEI,/luosgzs/fu-wu-qi-dian-yuan-zhuai-jie-ban
757,Type-E to USB 3.0 19Pin,/zhao1999250/type-e-to-usb-3-0-19pin
758,简易双色温补光灯,/47415y/jian-yi-shuang-se-wen-bu-guang-deng
759,线材收纳盒,/islingx/xian-cai-shou-na-he
760,基于ESP32 S3的力反馈旋钮，可作为蓝牙控制器,/ghjstc/ji-yu-ESP32-S3de-li-fan-kui-xuan
761,征集令 | 物联网消毒小夜灯燃气报警器,/47415y/wu-lian-wang-xiao-du-xiao-ye-deng-ran-qi-bao-jing-qi
762,征集令|智能加湿器-物联网ESP32,/aknice/esp32-zhi-neng-jia-shi-qi
763,征集令 |自动浇花器,/myself1820/zi-dong-jiao-hua-qi
764,电感电容频率表(调整版),/xiaocc22/dian-gan-dian-rong-pin-lv-biao-diao-zheng-ban
765,TPA3116桌面功放（蓝牙版）V1,/yc_chen/tpa3116-lan-ya-gong-fang-ban
766,USB转CAN工具,/hvan/usb_can
767,[星火计划] 丐 dial,/morempty/CH552gyin-liang-xuan-niu
768,理想二极管（已经测试）,/jhx275816/li-xiang-er-ji-guan-yi-jing-ce-shi
769,sherpa air挤出机,/jiang08/sherpa-airji-chu-ji
770,最丐17+4 PAD修改版,/mutou3232/gai-17-4-PADxiu-gai-ban
771,升级版移动硬盘盒SATA转TYPE-C-VL716,/aknice/SATA-6Gb-s-zhuai-USB3.1-Gen1-VL7
772,基于VL813的USB3.0 4口独立电源大功率HUB,/emmovo/usb_vl813_pro
773,SlimeVR Compact,/colanns/SlimeVR-Compact
774,璃月神之眼挂件 Extended,/mr_258876/li-yue-shen-zhi-yan-gua-jian-extended
775,STC8G墨水屏温湿度计,/clouding/mo-shui-ping-wen-shi-du-ji
776,A4950双路电机驱动板,/shadow27/a4950-shuang-lu-dian-ji-qu-dong-ban
777,XL6009升压模块,/aknice/xl6009-sheng-ya
778,自制RGB光污染，宿舍轻巧灯带控制器[DunkV5_Wled],/yeely/wled-controllerv6
779,2层板！ ASM235_TYPEC_半高2.5寸硬盘盒,/xljxlj/asm235_typec_-ban-gao-2-5-cun-ying-pan-he
780,TYPE-C接口便携式解码耳放,/wdwwdwwdw/type-c-jie-kou-bian-xie-shi-jie-ma-er-fang
781,基于BTN8960的大功率直流电机驱动板设计,/shadow27/ji-yu-btn8984-de-da-gong-lv-zhi-liu-dian-ji-qu-dong-ban-she-ji
782,调光贺卡阅读灯,/hanjunan/diao-guang-he-ka-yue-du-deng
783,24通道 100M逻辑分析仪,/masterguamelon/24-tong-dao-100m-luo-ji-fen-xi-yi
784,ESP8266门禁系统,/iwfiwf/esp8266-men-jin-xi-tong
785,IP6826无线充电器,/gbn2333/ip6826-wu-xian-chong-dian-qi
786,蜂鸟无线串口透传收发模块-LC12S和灵TR系列,/aknice/feng-niao-wu-xian-chuan-kou-tou-chuan-shou-fa-mo-kuai
787,ESP8266机智云温湿度智能平台,/iliketomato/wen-shi-du-zhi-nen-zhong-duan
788,DW1000  UWB拓展模块,/yanqisui/wub-mo-kuai
789,四路推杆电机驱动板,/sxy2020/si-lu-tui-gan-dian-ji-qu-dong-ban
790,【立创开发板】梁山派RoboMaster扩展板,/antonio/liang-shan-pairobomaster-kuo-zhan-ban
791,2.8元 1.54寸IPS屏幕 st7789 15pin,/lczx/1-54-st7789-15pin
792,电压、电流、功率监测，过流、过压、欠压保护电源,/dkj0618/dian-ya-dian-liu-gong-lv-jian-ce-guo-liu-guo-ya-qian-ya-bao-hu-dian-yuan
793,加热台-带触摸屏-esp32-S3-回流焊台,/jzhiyshen/esp32-s3_1-69tft-hui-liu-han-tai
794,WY709高频焊台透明版（三）-亚克力外壳,/tmt-open-source-project/WY709-yakeli
795,流浪地球2 550W/MOSS摆件,/sisst/hellomoss
796,小乌龟拓展坞【外壳上新】,/gshaoburuchuan/usb-tuo-zhan-wu
797,【3D打印机可用】无线管理TF卡模块,/lin_xiandi/autoctrl-wireless-tf
798,集成式1U服务器风扇控制器,/18511895537/1u-kong-zhi-ban_transfer
799,基于梁山派的厨房环境检测系统,/z18379701269/ji-yu-liang-shan-pai-de
800,静电检测,/hiahia1979/jing-dian-jian-ce
801,辉光管模块,/dreaming/mu-kuai-hua-hui-guang-guan-shi-z
802,电池内阻仪,/yjmwxwx/dian-chi-nei-zu-yi
803,肌电传感器模块-EMG模块,/dingcheng/emg-mo-kuai-fang-an-ce-shi-ban
804,基于sw3556最高140w大功率快充协议模块,/tnanastar/sw3556-140w-geng-huan-mos
805,掌上血氧仪,/18511895537/xie-yang-yi-MAX30102
806,河图小车(ESP32),/niu_njb/he-tu-xiao-che-_2022-11-10_v1-1
807,USB 3.2 10Gbps 6 C口Hub(二选一),/stars.under/USB-3.2-10Gbps-6kou-Hub-er-xuan-
808,蓝牙墨水屏时钟摆件-CU440,/sakading/ses2-6-jia-qian-gai-lan-ya-zhu-kong-cu440
809,基于ESP32S3的迷你HMI核心板,/eedadada/emma
810,微信小程序+阿里/Onenet物联+esp32搭建无服务器系统,/codefarmer/wei-xin-xiao-cheng-xu-a-li-onenet-wu-lian-ping-tai-esp32-da-jian-wu-fu-wu-qi-wu-lian-xi-tong
811,[已验证]迷你USB-Blaster,/aa88996644/new-project_2022-10-31_23-13-03
812,随身WiFi拓展坞Pro版本,/zy143l/ufi_hub_rj45_share
813,CN3085四并镍氢电池充电器改造,/sm_brie/nie-qing-dian-chi-chong-dian-gai-zao
814,可充电无外壳款雕刻立牌嘉然向晚小夜灯,/ramen/jia-dian-chi-deng-pai-zuo-gai
815,带串口的USB HUB（已验证2月有余工作稳定）,/oritech/usb2-0_hub_sl2-1a-copy_2022-11-30_19-33-28_transfer
816,1.6W图传,/avanx/800mWtu-zhuan
817,USB HID转蓝牙&鼠键宏&指纹解锁,/dnstzzx/c3-hid2
818,雕刻发光摆件-花好月圆,/wowowo123/mian-ban-diao-ke-fa-guang-bai-ji
819,Voron_Tap_Photosensor_PCB_V2_5-24V,/dt27/voron_tap_photosensor_pcb_v2
820,Voron_Tap_Photosensor_PCB_v1_5V,/dt27/tap_photosensor_pcb_v1_5v
821,（已验证）ESP32音频及显示开发板,/geek-crafts/ESP32yin-shi-pin-kai-fa-ban
822,GL3520+GL3224 USB拓展坞+读卡器,/dustdoctor/GL3520-GL3224-USBHUB
823,SL2.1A升级版（已经测试，含3D打印外壳STL，放心打样）,/jhx275816/sl2-a-sheng-ji-ban
824,18650锂电池充电器（可救活低电压电池）,/jhx275816/tp4056-chong-dian-mo-zu
825,四块六的3.2寸屏幕_ESP32C3驱动板,/shukkkk/lao-wang-_3-2-cun-ips-ping-mu-_tft1p7148_rm68041_p
826,最丐16+4数字键盘（自改）,/lh118/444
827,基于梁山派的双路Foc无刷驱动板设计,/zchu/foc-base-on-liangshan
828,物联控制|控制门锁和读取温湿度,/verysunshine/men-suo-kai-guan-ji-yuan-cheng-fu-wei
829,智能中控屏,/soest/zhi-nen-zhong-kong-ping
830,基于梁山派的智能空气净化系统,/hnb1m2n/ji-yu-liang-shan-pai-de-zhi-neng
831,TPA3116桌面功放,/xyzdiy/tpa3116-hack-labs
832,基于梁山派的智能卧室系统,/hereat/ji-yu-liang-shan-pai-de-zhi-neng-wo-shi-xi-tong
833,便携暴力风扇,/littleliu/fursuit_fan
834,CH224K+SC8721可调电源验证板,/small_da/CH224K-SC8721ke-diao-dian-yuan-y
835,65W超级氮化镓电源充电器,/leichaolin/5wEcWEKPQ0yG38oIljAZBvJkkTLlbAyP
836,mks io 扩展,/kanameaimu/mksioexpander
837,下推式磁悬浮月球灯-stm32f10x,/summerstar666/xia-tui-shi-ci-xuan-fu-yue-qiu-deng
838,炫彩PP币（炫彩徽章2.0）,/small_da/xuan-cai-PPbi-xuan-cai-hui-zhang
839,基于AT32F421主控的恒流调光LED灯,/fanhuacloud/at32f421_led
840,单片机 电子闹钟,/ylyangling/dan-pian-ji-dian-zi-nao-zhong
841,蓝牙RGB氛围音响——专业版,/zxr021109/yin-le-pin-pu-yin-xiang-zhuan-ye-ban
842,VL822_Hub,/fanbinjim/vl822_hub
843,星星灯,/jic-h/xing-xing-deng
844,立创开源 | 已验证 | DMW-BLK22 松下相机假电池,/monologuechi/dmw-blk22-xiang-ji-jia-dian-chi
845,触控环形工作灯,/dingzifeng/chu-kong-huan-xing-gong-zuo-deng
846,暖男利器《暖男杯架》直流加热台姊妹篇,/oritech/nuan-nan-li-qi-heng-wen-bei-jia_transfer
847,杀菌消毒,/oritech/xiao-du-deng-_2022-10-18_14-16-04_transfer
848,ESP32S3开发板设计踩坑指南,/shadow27/esp32s3-kai-fa-ban
849,Wirless LED Control,/dongguo90/NtuhEaP2NRPKq7qK6KgeUgxeQNXebUGZ
850,基于梁山派的无线充电小车,/tangjiahui/ji-yu-liang-shan-pai-de-wu-xian-chong-dian-xiao-che
851,简易线性电源板,/pr_lemon/jian-yi-xian-xing-dian-yuan-ban
852,四轮循迹避障智能车,/leannn/mai-lun-di-pan-v3_-yu-feng-copy_pro
853,STM32G0示波笔,/eltecz/stm32g0osc_s
854,米家智能光感夜灯改人在传感器,/23studio/mi-jia-zhi-nen-guang-gan-ye-deng-gai-ren-zai-chuan-gan-qi
855,基于STM32的万用手表,/wangziyue/ji-yu-STM32de-mo-yong-shou-biao
856,赛博令箭,/small_da/sai-bo-ling-pai
857,三模RGB罗技G613移植板,/yokino/M2_2250chi-cun-luo-ji-G613zhuai-
858,RGB灯板（已经测试，放心打板）,/jhx275816/rgb-deng-ban
859,小光1号,/leeybin/Mullight
860,12V升220V直流升高压模块,/aknice/zhi-liu-sheng-gao-ya-mo-kuai
861,可传输数据的BadUSB数据线,/monkeylord/badusb-cable
862,FS312诱骗模块,/wzw666/fs312
863,模块化桌面时钟（M.2核心板、PCI-E 1x扩展板）,/qzc13457/TimeSource
864,[已验证]smartknob-original,/13724384373/smartknob-original
865,基于74hc595的16*16 LED 像素屏,/seanpu/74hc595-ce-shi
866,【星火计划】STM32示波笔2.0,/eltecz/xing-huo-ji-hua-STM32shi-bo-bi-2
867,25A大电流可调电源芯片,/leichaolin/b44d38dab051434490a99e46faf71ec5
868,带NFC卡片功能的热插拔简易试轴器,/chris_3/dai-nfc-mo-ni-ka-gong-nen-de-shi-zhou-qi
869,芯片学习|焊接调试测试架,/hdxy_22smart_lyt/xin-pian-xue-xi-han-jie-diao-shi-ce-shi-jia
870,LED Mini补光灯,/23studio/cob-led
871,【立创面板打印】雕刻立牌小夜灯,/myzhazha/li-pai
872,AS5600 磁编码器,/xianling/AS5600-ci-bian-ma-qi
873,[已验证]DAPlink 0254,/13724384373/daplink-fang-zhen-qi-swd-type-c
874,【接收板部分】3D打印的迷你RC挖机电路部分,/eyhxh/rev6ch_2022-08-29
875,4~20mA电流采集模块,/yinhaijun/4-20mAdian-liu-cai-ji-mu-kuai
876,单线圈电磁摆,/jic-h/dan-xian-quan-dian-ci-bai
877,3S 4S 锂电充电板  带保护 平衡,/47415y/4s-li-dian-bao-hu-ban
878,[彩色丝印] 100W LED驱动  FP7209MR,/47415y/new-project
879,【核心板】HK32F103C8T6最小系统,/course-examples/zui-xiao-xi-tong-hk32f103c8t6
880,18650电池盒,/y5000/18650-dian-chi-he
881,TP5100 单/双锂电池充电,/aknice/tp5100-dan-shuang-li-dian-chi-chong-dian
882,大功率PTC加热台(简易回流焊台),/monologuechi/jia-re-tai
883,回流焊加热台,/coolouba/hui-liu-han-jia-re-tai
884,基于STM32F405飞控,/pucter/ji-yu-STM32F405fei-kong
885,超低成本自行车感应灯（震动+光控）,/lu03328/zi-xing-che-gan-ying-deng-wai-zhi-dian-yuan
886,基于SW6208快充移动电源（已验证）,/li31951/sw6208-yi-dong-dian-yuan
887,NS 磁场检测工具,/zb_qq/ns-magnetic-detect
888,有颜值有内涵的Es9023-USBDAC,/xiao5333/es9023_usbdac
889,立创面板打印|毕设智能插排子项目+面板设计,/verysunshine/de9eae69acfd4f08a7a2beaae1616fdb
890,CV工程师键盘（自制）,/hebu123/duo-mei-ti-jian-pan
891,简单的特斯拉音乐线圈,/sjgdepcb/xiao-xing-te-si-la-yin-le-xian-quan-_2022-10-20_13-31-53
892,圆形挂坠,/jic-h/yuan-xing-gua-zhui
893,24x16 Matrix Mini,/kurashizu/20mm-dian-zhen
894,RC522-I2C/UART模块,/lihooo/rc522-demo
895,Hi3861最小系统板,/suxuezhang/hi3861-zui-xiao-xi-tong-ban-_2022-10-16_22-43-55
896,2.1蓝牙高保真功放,/ytm899/bluetooch_gf_v1
897,炫彩徽章模块（BUAA版）,/small_da/xuan-cai-hui-zhang-mu-kuai-BUAAb
898,三线制PT100变送器,/yinhaijun/san-xian-zhi-pt100-bian-song-qi
899,大电流DCDC,/yuandianhe/da-dian-liu-dcdc
900,基于AS5147P的ODrive配套磁编码器_pro,/gushiyuni/ji-yu-as5147p-de-odrive-pei-tao-ci-bian-ma-qi-_pro
901,立创·梁山派 语音播报记分器,/aknice/ji-fen-qi
902,FM5324GA充放电模块 雪花灯底座,/xiaozenga/ip5306_2022-08-08_13-43-07
903,YuzukiLOHCC Pro USB3.2 Gen1 采集卡,/100askteam/yuzuki-lohcc-pro-usb-3-2-gen1-hdmi-huan-chu-cai-ji-ka_transfer
904,不到2元的智能温控风扇他来了,/gnosis/hk32f030-xiang-guan
905,CV工程师专用键盘,/z_star/CVgong-cheng-shi-zhuan-yong-jian
906,【辉光】世界线变动仪！,/lemon_wifi/5870ST
907,VL817_Hub,/fanbinjim/vl817_hub
908,学校字牌|邯郸学院 创意字牌 毕业礼物,/verysunshine/han-dan-xue-yuan-chuang-yi-zi-pai
909,RGBW调光台灯,/cx_lemon/RGBW-Light
910,东方Project_Flandre Scarlet,/akikyoua/dong-fang-project_flandre-scarlet
911,星空摄影|相机手机赤道仪 星河拍摄 拍木星,/verysunshine/xiang-ji-chi-dao-yi-xing-kong-she-ying-xing-he-pai-she
912,DShanMCU_火龙果开发板,/100ask_mcu/pitaya_lite
913,超级电容均压板（BW6101）已经测试,/jhx275816/chao-ji-dian-rong-jun-ya-ban-bw6101-yi-jing-ce-shi
914,rtl8156+vl822+fe2.1(全验证完毕),/gamefunc/rtl8156-vl822-fe2.1-quan-yan-zheng-wan-bi
915,#第七届立创电赛#卡片收音机基于RDA5807FP,/lin_yu/card_radio
