index,path,name
634,\morempty\mian-shuang-ban-gai-dial,“面霜”版__丐_dial
635,\qusenberg\jia-yong-cha-zuo-zhi-neng-jian-kong-xi-tong-bi-she,家用插座智能监控系统
636,\mtbsk8\ji-yu-am32-gu-jian-he-g071-de-32-wei-wu-shua-dian-ji-dian-diao-esc,基于AM32固件和G071的32位无刷电机电调（ESC）
637,\jianghaibo\quan-zhi-Allwinner-H3-H5kai-fa-b,全志Allwinner_H3_H5开发板
638,\abby_qi\mini-re-feng-qiang,Mini热风枪
639,\bjganxin\pcm2912a_microphone,_USB麦克风_3D打印___PCM2912___26mm驻极体
640,\cryostatx\ColorfulClock,ColorfulClock
641,\imhhh\saf775x-radio,SAF775X_Radio
642,\xact\gp1294ai-256x48-vfd-xian-shi-mo-kuai-unl-200ap-c-_2023-09-13_19-56-46,GP1294AI_256x48_VFD显示模块(UNL_200AP_C)_Pro
643,\lovetombseries\LoveTearA1,A1___VL812_VL813_USB3.0超高速扩展坞
644,\lovetombseries\LoveTomb2,2T___VL822气氛下的USB扩展坞
645,\lovetombseries\LoveTomb19,ToT2_四口带千兆网卡的可二次开发的高速USB扩展坞
646,\lovetombseries\LoveTomb3,3___集成快充与网口的超高速USB3.2扩展坞VL822
647,\fj956391150\ESP32-shuo-kong-dian-zi-fu-zai-y,ESP32数控电子负载仪
648,\dr.zhang\Subor,_复刻小霸王_童年的回忆
649,\rnmmmp\liang-jie-li-dian-chi-chong-dian-dian-lu,_5V输入_升压充电，可对两节串联锂电池（8.4V）电路充电
650,\ai-thiner_openteam\aipi-kvm,AiPi_KVM
651,\yanqisui\ji-yu-liang-shan-pai-zhi-neng-ping-heng-xiao-ju,_立创开发板_基于梁山派智能平衡小车
652,\chimchim4482\GC001,来做一个有点啸危险的盖革计数器（Geiger_Counter）
653,\kairingo\thkb_main_v0-1-3,THKB_main_v0.1.3
654,\mu-kuai\6-ceng-FPGA-he-xin-ban,嘉立创PCB盘中孔设计案例__6层FPGA核心板
655,\c3h4o\ch579m-shuang-mo-pad,CH579M双模丐PAD
656,\tinlll\Reamp-BOX,简单好做的Reamp_BOX
657,\ai-thiner_openteam\aipi-scp-4-3,AiPi_SCP_4.3
658,\yagi2021\zhi-jia-shi-xie-yang-yi-kai-fa-t,指夹式血氧仪开发套件
659,\frostautumn\hua-wei-460w-dian-yuan-zhuan-jie-ban-_2022-09-04_14-10-41,_彩色丝印_华为服务器电源转接板
660,\small_da\di-qiu-ming-pian,地球名片
661,\li-chuang-kai-fa-ban\huan-jing-jian-ce-kuo-zhan-ban,环境检测扩展板
662,\sqc04\is903-u-pan,IS903_U盘
663,\myself1820\zi-wai-xian-deng,308紫外线灯
664,\heguoxin\zi-diao-guang-p-m-g-d,自调光屏幕挂灯
665,\an_ye\foc-bi-hua,简易FOC闭环步进电机
666,\liuwenchao\chu-mo-fa-guang-zhuo-sheng-ji-ban,触摸发光桌（升级版）
667,\qzc13457\fk_loli3,复刻萝莉3遥控器_V2已更新_
668,\bonus\mini_lelo_triangle,迷你自平衡莱洛三角形
669,\dt27\dcdc-8266-nfc,电动车NFC控制模块_DC8_120V输入
670,\aknice\kcx_bt010_demo,带手机夹小音响_KCX_BT010
671,\ai-thiner_openteam\aipi-remote,AiPi_Remote
672,\Aknice\79fa85e6986e4af98d808872469bf327,HDMI_转_VGA_CS5213芯片验证板
673,\leki_ghost\3-7-cun-mo-shui-ping,3.7寸墨水屏_音频_小说_温湿度_ESP32
674,\ylllllla\cai-se-si-yin-quan-tong-dao-rc-yao-kong-qi,多通道RC遥控器测试板_彩色丝印_
675,\duduzhou\hcho_cube,HCHO_CUBE
676,\hueren\xiao-jian-pan,QMK异形机械键盘
677,\c3h4o\ch582m-san-mo-gai-pad,CH582M三模丐PAD
678,\pangbo_5874\T1602-feng-shan,模块化PWM风扇控制板
679,\ai-thiner_openteam\aipi-scp-knob,AiPi_Knob
680,\gao-shi-qing-tuan-dui\h616mini,H616Mini
681,\metro\StellateHub,StellateHub，基于CH334P的USB_2.0_Hub
682,\sm_brie\pcietoUSB-PD130W,200W双C电源_PCIE插槽位_孤独摇滚彩色丝印_
683,\jy2054289596\hui-hu-xi-de-dian-zi-hu-die,会呼吸的电子蝴蝶
684,\fanghaoling\stm32h7-kai-fa-ban,STM32H7开发板_OpenMV4P
685,\18511895537\duo-tai-xuan-zhuai-zhan-tai-v1,多态旋转展台v1
686,\giezjx\mpptrr,同步降压MPPT太阳能控制器
687,\cold_frost\diy-zhi-qu-mo-ni-qi-fang-xiang-pan,MMOS伺服电机直驱方向盘模拟器控制板
688,\joker1999\klipper_toolhead_usb,klipper_TOOLHEAD_USB
689,\liuwenchao\chu-mo-deng-guang-zhuo-mian,触摸灯光桌面
690,\course-examples\shou-chi-shi-ji-guang-ce-liang-yi,手持式激光测量仪
691,\weiwei924\ji-yu-Air32de-shou-chi-shi-bo-qi,基于Air32的手持示波器
692,\woshinidiegun\yu-yin-shi,#第八届立创电赛#基于R7FA2E1芯片的血氧仪设计
693,\stillfants\usb2-0-sl2-1a-tuo-zhan-qi,USB2.0_SL2.1A拓展器
694,\muyan2020\tft_-fang-hui-guang-guan,ESP32+二手0.96TFT仿辉光管天气时钟
695,\thfairy\230416-wi-fi-zhi-neng-cha-zuo,基于ESP32_C3的Wi_Fi智能插座___验证成功
696,\small_da\ESP32C3-dan-mu-lan-ya-jian-pan,ESP32C3_单模蓝牙小键盘_ZY_17W
697,\dr.zhang\Totoro,_Totoro_模仿__埙__的电子吹奏乐器
698,\242534lbw\ai-li-xi-ya-NFCka,爱莉希雅NFC卡
699,\jusha\re-cheng-xiang-yi-v0-3,热成像仪_V0.4
700,\planevina\12vesp8266switch,ESP8266，12v多路Homekit智能插座
701,\molunsmarthome\sd-plus-wen-shi-du-ban,SD³_Plus温湿度版
702,\jancgk\kvm-over-usb,KVM_over_USB___简单的KVM方案
703,\phantomr\styudy-xiao-jian-pan-ch552g,_三键侧透光小键盘_CH552G
704,\aknice\rtl8153b,TYPE_C的RTL8153B_千兆USB3.0网卡
705,\ydy_cn\scope_clock,示波管时钟
706,\myself1820\zhi-neng-yu-yin-fen-lei-de-la-ji-tong,智能语音分类垃圾桶（基于CW32和CI1122）
707,\liuxcfreddy\stm32f103rct6-xi-tong-ban,流浪地球STM32F103RCT6系统板
708,\isninesun\hpsv204,人体姿态解算——惯性动作捕捉设备
709,\monnina\san-xiang-shuang-xiang-SiCwu-qia,三相双向SiC无桥图腾柱逆变器_PFC开发板
710,\leichaolin\ji-yu-GD32de-zhou-qi-xin-hao-shi,_立创梁山派_2021年国赛J题_周期信号波形识别及参数测量装置
711,\ta-ban-xiao-wu\rns-1605-dian-rong-shi-mai-ke-feng,RNS_1605_电容式麦克风
712,\aknice\ms1836,HDMI转AV信号_MS1836
713,\aknice\cm108-usb-sheng-ka,CM108_USB声卡
714,\fishbed\xiao-zhang-di-you-hu-ji,_立创开发板_聪明聪的NES游戏机
715,\mlpzaq9998\rtl8367s-wang-guan-jiao-huan-ji,RTL8367S网管交换机_VLAN低成本
716,\shukkkk\quan-xiang-lun-FPVsan-lun-ju-V2,全向轮FPV三轮车V2
717,\roboticlib\robocon-chang-bei-zhu-kong-kuo-zhan-ban,[已验证]_ROBOCON常备STM32主控扩展板
718,\18511895537\gong-ye-ji-4G-485xie-yi-zhuai-hu,工业级4G远程485协议转换器
719,\yeely\peak_dashboardv3_axp173,Peak_DashboardV3_AXP173
720,\snowy_iris\CodeRice-ModA-Rev3,_兼容_Arduino_Mega_2560_冷饭开发板甲型三版
721,\ixiaojx\IP5389-BM3451-yi-dong-dian-yuan,IP5389+BM3451_移动电源
722,\hyun\esp32-s3-speakers,ESP32_S3_双模音箱___USB_DAC___ES8156
723,\royne\ping-heng-yun-zai-ju,全地形车_基于摇臂_转向架结构的全地形车
724,\kiwiwang\tu-ya-zigbee-ble-duo-mo-wang-guan,涂鸦Zigbee_BLE多模无线网关
725,\fanhuacloud\smarthomecontrolpcb,2023年服创大赛A10赛题：智能家居远程控制系统
726,\fanhuacloud\as4950_devboard,AS4950_TB67H450FNG_四路有刷电机H桥驱动板
727,\small_da\3jian-xiao-jian-pan-kuai-su-shan,3键小键盘_快速上手版ZY_03S
728,\mingyueye\yi-yan-zheng-zao-jia-di-lian-fu-,_已验证_造价低廉、复刻简单的焊烟风扇
729,\whzwhz16888\ji-jia-da-shi,机甲大师
730,\small_da\3jian-xiao-jian-pan-xuan-niu,3键小键盘_旋钮显示屏版ZY_03
731,\boernengji\zhi-neng-yao-kong-ping-heng-xiao,智能遥控平衡小车
732,\simonlalla\si-zhou-nt32,四轴NT32
733,\simonlalla\wu-shua-dian-diao-v0-3,无刷电调_CW32
734,\dingcheng\quan-zhi-a64-kai-fa-ban-2,全志A64开发板
735,\ku-dian-ke-ji-guan\hi3518ev300-mini,_开发板_海思HI3518EV300_Linux
736,\fishbed\xiao-zhang-de-zhi-neng-xiao-ju,_立创开发板_聪明聪的智能小车
737,\littleoandlittleq\tc4056-chong-dian-ban,[超迷你]TC4056锂电池充电板
738,\LittleOAndLittleQ\87e303d7f7624710a0cddce77ea6bd42,PTC恒温加热台
739,\li-chuang-kai-fa-ban\rgb_mcu_480x800,RGB_MCU_480X800
740,\fanhuacloud\gd32f103rct6-devboard-v2,GD32F103RCT6最小系统板V2
741,\expert\duo-gong-neng-dian-yuan,自制多功能电源
742,\chimchim4482\ji-yu-ESP32S3de-chu-mo-ping-zhuo,基于ESP32S3的触摸屏桌面工具__网络电台_PC监控等
743,\jiangfeng6533\led-ping-mu-shi-zhong,基于esp32的led显示屏时钟
744,\bluesubway\esp32-spectrum-lv-dong-he-zi,ESP32³_Spectrum_律动盒子
745,\lemon_wifi\C_PSVLCD,_PSVitaLCD_TypeC一线通显示器
746,\hfutzfy\cai-se-si-yin-zheng-zai-yan-zheng,_彩色丝印_STM32核心板（bushi
747,\general-p\esp32-ping-mu-zhong-duan,ESP32屏幕终端
748,\drzad\ji-yu-ads1292r-de-xin-lv-ecg-hu-xi-pin-lv-resp-ce-liang-mo-kuai,_已验证__基于ADS1292R的心率+ECG+呼吸频率RESP测量模块
749,\whzwhz16888\liang-shan-pai-you-hu-ji,_立创开发板_梁山派游戏机
750,\geek-crafts\GCPC_O001,基于ESP32的AWTRIX，不需要服务器噢
751,\azunya\mifi-ip5306,口红款随身wifi_改type_c接口_ip5306_电源板子
752,\fj956391150\pian-xie-dian-han-ji,便携点焊机2.1
753,\h1228920384\luo-xiao-hei-chu-mo-deng,罗小黑触摸灯
754,\Aknice\e3a68120fa8d49ff8bc50ad21d57ec9d,USB_HUB切换器_4进4出
755,\jusha\na-zu-yi,内阻仪
756,\luosgzs\fu-wu-qi-dian-yuan-zhuai-jie-ban,服务器电源转接板_CSPS转接板_HUAWEI
757,\zhao1999250\type-e-to-usb-3-0-19pin,Type_E_to_USB_3.0_19Pin
758,\47415y\jian-yi-shuang-se-wen-bu-guang-deng,简易双色温补光灯
759,\islingx\xian-cai-shou-na-he,线材收纳盒
760,\ghjstc\ji-yu-ESP32-S3de-li-fan-kui-xuan,基于ESP32_S3的力反馈旋钮，可作为蓝牙控制器
761,\47415y\wu-lian-wang-xiao-du-xiao-ye-deng-ran-qi-bao-jing-qi,征集令___物联网消毒小夜灯燃气报警器
762,\aknice\esp32-zhi-neng-jia-shi-qi,征集令_智能加湿器_物联网ESP32
763,\myself1820\zi-dong-jiao-hua-qi,征集令__自动浇花器
764,\xiaocc22\dian-gan-dian-rong-pin-lv-biao-diao-zheng-ban,电感电容频率表(调整版)
765,\yc_chen\tpa3116-lan-ya-gong-fang-ban,TPA3116桌面功放（蓝牙版）V1
766,\hvan\usb_can,USB转CAN工具
767,\morempty\CH552gyin-liang-xuan-niu,[星火计划]_丐_dial
768,\jhx275816\li-xiang-er-ji-guan-yi-jing-ce-shi,理想二极管（已经测试）
769,\jiang08\sherpa-airji-chu-ji,sherpa_air挤出机
770,\mutou3232\gai-17-4-PADxiu-gai-ban,最丐17+4_PAD修改版
771,\aknice\SATA-6Gb-s-zhuai-USB3.1-Gen1-VL7,升级版移动硬盘盒SATA转TYPE_C_VL716
772,\emmovo\usb_vl813_pro,基于VL813的USB3.0_4口独立电源大功率HUB
773,\colanns\SlimeVR-Compact,SlimeVR_Compact
774,\mr_258876\li-yue-shen-zhi-yan-gua-jian-extended,璃月神之眼挂件_Extended
775,\clouding\mo-shui-ping-wen-shi-du-ji,STC8G墨水屏温湿度计
776,\shadow27\a4950-shuang-lu-dian-ji-qu-dong-ban,A4950双路电机驱动板
777,\aknice\xl6009-sheng-ya,XL6009升压模块
778,\yeely\wled-controllerv6,自制RGB光污染，宿舍轻巧灯带控制器[DunkV5_Wled]
779,\xljxlj\asm235_typec_-ban-gao-2-5-cun-ying-pan-he,2层板！_ASM235_TYPEC_半高2.5寸硬盘盒
780,\wdwwdwwdw\type-c-jie-kou-bian-xie-shi-jie-ma-er-fang,TYPE_C接口便携式解码耳放
781,\shadow27\ji-yu-btn8984-de-da-gong-lv-zhi-liu-dian-ji-qu-dong-ban-she-ji,基于BTN8960的大功率直流电机驱动板设计
782,\hanjunan\diao-guang-he-ka-yue-du-deng,调光贺卡阅读灯
783,\masterguamelon\24-tong-dao-100m-luo-ji-fen-xi-yi,24通道_100M逻辑分析仪
784,\iwfiwf\esp8266-men-jin-xi-tong,ESP8266门禁系统
785,\gbn2333\ip6826-wu-xian-chong-dian-qi,IP6826无线充电器
786,\aknice\feng-niao-wu-xian-chuan-kou-tou-chuan-shou-fa-mo-kuai,蜂鸟无线串口透传收发模块_LC12S和灵TR系列
787,\iliketomato\wen-shi-du-zhi-nen-zhong-duan,ESP8266机智云温湿度智能平台
788,\yanqisui\wub-mo-kuai,DW1000__UWB拓展模块
789,\sxy2020\si-lu-tui-gan-dian-ji-qu-dong-ban,四路推杆电机驱动板
790,\antonio\liang-shan-pairobomaster-kuo-zhan-ban,_立创开发板_梁山派RoboMaster扩展板
791,\lczx\1-54-st7789-15pin,2.8元_1.54寸IPS屏幕_st7789_15pin
792,\dkj0618\dian-ya-dian-liu-gong-lv-jian-ce-guo-liu-guo-ya-qian-ya-bao-hu-dian-yuan,电压、电流、功率监测，过流、过压、欠压保护电源
793,\jzhiyshen\esp32-s3_1-69tft-hui-liu-han-tai,加热台_带触摸屏_esp32_S3_回流焊台
794,\tmt-open-source-project\WY709-yakeli,WY709高频焊台透明版（三）_亚克力外壳
795,\sisst\hellomoss,流浪地球2_550W_MOSS摆件
796,\gshaoburuchuan\usb-tuo-zhan-wu,小乌龟拓展坞_外壳上新_
797,\lin_xiandi\autoctrl-wireless-tf,_3D打印机可用_无线管理TF卡模块
798,\18511895537\1u-kong-zhi-ban_transfer,集成式1U服务器风扇控制器
799,\z18379701269\ji-yu-liang-shan-pai-de,基于梁山派的厨房环境检测系统
800,\hiahia1979\jing-dian-jian-ce,静电检测
801,\dreaming\mu-kuai-hua-hui-guang-guan-shi-z,辉光管模块
802,\yjmwxwx\dian-chi-nei-zu-yi,电池内阻仪
803,\dingcheng\emg-mo-kuai-fang-an-ce-shi-ban,肌电传感器模块_EMG模块
804,\tnanastar\sw3556-140w-geng-huan-mos,基于sw3556最高140w大功率快充协议模块
805,\18511895537\xie-yang-yi-MAX30102,掌上血氧仪
806,\niu_njb\he-tu-xiao-che-_2022-11-10_v1-1,河图小车(ESP32)
807,\stars.under\USB-3.2-10Gbps-6kou-Hub-er-xuan-,USB_3.2_10Gbps_6_C口Hub(二选一)
808,\sakading\ses2-6-jia-qian-gai-lan-ya-zhu-kong-cu440,蓝牙墨水屏时钟摆件_CU440
809,\eedadada\emma,基于ESP32S3的迷你HMI核心板
810,\codefarmer\wei-xin-xiao-cheng-xu-a-li-onenet-wu-lian-ping-tai-esp32-da-jian-wu-fu-wu-qi-wu-lian-xi-tong,微信小程序+阿里_Onenet物联+esp32搭建无服务器系统
811,\aa88996644\new-project_2022-10-31_23-13-03,[已验证]迷你USB_Blaster
812,\zy143l\ufi_hub_rj45_share,随身WiFi拓展坞Pro版本
813,\sm_brie\nie-qing-dian-chi-chong-dian-gai-zao,CN3085四并镍氢电池充电器改造
814,\ramen\jia-dian-chi-deng-pai-zuo-gai,可充电无外壳款雕刻立牌嘉然向晚小夜灯
815,\oritech\usb2-0_hub_sl2-1a-copy_2022-11-30_19-33-28_transfer,带串口的USB_HUB（已验证2月有余工作稳定）
816,\avanx\800mWtu-zhuan,1.6W图传
817,\dnstzzx\c3-hid2,USB_HID转蓝牙&鼠键宏&指纹解锁
818,\wowowo123\mian-ban-diao-ke-fa-guang-bai-ji,雕刻发光摆件_花好月圆
819,\dt27\voron_tap_photosensor_pcb_v2,Voron_Tap_Photosensor_PCB_V2_5_24V
820,\dt27\tap_photosensor_pcb_v1_5v,Voron_Tap_Photosensor_PCB_v1_5V
821,\geek-crafts\ESP32yin-shi-pin-kai-fa-ban,（已验证）ESP32音频及显示开发板
822,\dustdoctor\GL3520-GL3224-USBHUB,GL3520+GL3224_USB拓展坞+读卡器
823,\jhx275816\sl2-a-sheng-ji-ban,SL2.1A升级版（已经测试，含3D打印外壳STL，放心打样）
824,\jhx275816\tp4056-chong-dian-mo-zu,18650锂电池充电器（可救活低电压电池）
825,\shukkkk\lao-wang-_3-2-cun-ips-ping-mu-_tft1p7148_rm68041_p,四块六的3.2寸屏幕_ESP32C3驱动板
826,\lh118\444,最丐16+4数字键盘（自改）
827,\zchu\foc-base-on-liangshan,基于梁山派的双路Foc无刷驱动板设计
828,\verysunshine\men-suo-kai-guan-ji-yuan-cheng-fu-wei,物联控制_控制门锁和读取温湿度
829,\soest\zhi-nen-zhong-kong-ping,智能中控屏
830,\hnb1m2n\ji-yu-liang-shan-pai-de-zhi-neng,基于梁山派的智能空气净化系统
831,\xyzdiy\tpa3116-hack-labs,TPA3116桌面功放
832,\hereat\ji-yu-liang-shan-pai-de-zhi-neng-wo-shi-xi-tong,基于梁山派的智能卧室系统
833,\littleliu\fursuit_fan,便携暴力风扇
834,\small_da\CH224K-SC8721ke-diao-dian-yuan-y,CH224K+SC8721可调电源验证板
835,\leichaolin\5wEcWEKPQ0yG38oIljAZBvJkkTLlbAyP,65W超级氮化镓电源充电器
836,\kanameaimu\mksioexpander,mks_io_扩展
837,\summerstar666\xia-tui-shi-ci-xuan-fu-yue-qiu-deng,下推式磁悬浮月球灯_stm32f10x
838,\small_da\xuan-cai-PPbi-xuan-cai-hui-zhang,炫彩PP币（炫彩徽章2.0）
839,\fanhuacloud\at32f421_led,基于AT32F421主控的恒流调光LED灯
840,\ylyangling\dan-pian-ji-dian-zi-nao-zhong,单片机_电子闹钟
841,\zxr021109\yin-le-pin-pu-yin-xiang-zhuan-ye-ban,蓝牙RGB氛围音响——专业版
842,\fanbinjim\vl822_hub,VL822_Hub
843,\jic-h\xing-xing-deng,星星灯
844,\monologuechi\dmw-blk22-xiang-ji-jia-dian-chi,立创开源___已验证___DMW_BLK22_松下相机假电池
845,\dingzifeng\chu-kong-huan-xing-gong-zuo-deng,触控环形工作灯
846,\oritech\nuan-nan-li-qi-heng-wen-bei-jia_transfer,暖男利器《暖男杯架》直流加热台姊妹篇
847,\oritech\xiao-du-deng-_2022-10-18_14-16-04_transfer,杀菌消毒
848,\shadow27\esp32s3-kai-fa-ban,ESP32S3开发板设计踩坑指南
849,\dongguo90\NtuhEaP2NRPKq7qK6KgeUgxeQNXebUGZ,Wirless_LED_Control
850,\tangjiahui\ji-yu-liang-shan-pai-de-wu-xian-chong-dian-xiao-che,基于梁山派的无线充电小车
851,\pr_lemon\jian-yi-xian-xing-dian-yuan-ban,简易线性电源板
852,\leannn\mai-lun-di-pan-v3_-yu-feng-copy_pro,四轮循迹避障智能车
853,\eltecz\stm32g0osc_s,STM32G0示波笔
854,\23studio\mi-jia-zhi-nen-guang-gan-ye-deng-gai-ren-zai-chuan-gan-qi,米家智能光感夜灯改人在传感器
855,\wangziyue\ji-yu-STM32de-mo-yong-shou-biao,基于STM32的万用手表
856,\small_da\sai-bo-ling-pai,赛博令箭
857,\yokino\M2_2250chi-cun-luo-ji-G613zhuai-,三模RGB罗技G613移植板
858,\jhx275816\rgb-deng-ban,RGB灯板（已经测试，放心打板）
859,\leeybin\Mullight,小光1号
860,\aknice\zhi-liu-sheng-gao-ya-mo-kuai,12V升220V直流升高压模块
861,\monkeylord\badusb-cable,可传输数据的BadUSB数据线
862,\wzw666\fs312,FS312诱骗模块
863,\qzc13457\TimeSource,模块化桌面时钟（M.2核心板、PCI_E_1x扩展板）
864,\13724384373\smartknob-original,[已验证]smartknob_original
865,\seanpu\74hc595-ce-shi,基于74hc595的16_16_LED_像素屏
866,\eltecz\xing-huo-ji-hua-STM32shi-bo-bi-2,_星火计划_STM32示波笔2.0
867,\leichaolin\b44d38dab051434490a99e46faf71ec5,25A大电流可调电源芯片
868,\chris_3\dai-nfc-mo-ni-ka-gong-nen-de-shi-zhou-qi,带NFC卡片功能的热插拔简易试轴器
869,\hdxy_22smart_lyt\xin-pian-xue-xi-han-jie-diao-shi-ce-shi-jia,芯片学习_焊接调试测试架
870,\23studio\cob-led,LED_Mini补光灯
871,\myzhazha\li-pai,_立创面板打印_雕刻立牌小夜灯
872,\xianling\AS5600-ci-bian-ma-qi,AS5600_磁编码器
873,\13724384373\daplink-fang-zhen-qi-swd-type-c,[已验证]DAPlink_0254
874,\eyhxh\rev6ch_2022-08-29,_接收板部分_3D打印的迷你RC挖机电路部分
875,\yinhaijun\4-20mAdian-liu-cai-ji-mu-kuai,4~20mA电流采集模块
876,\jic-h\dan-xian-quan-dian-ci-bai,单线圈电磁摆
877,\47415y\4s-li-dian-bao-hu-ban,3S_4S_锂电充电板__带保护_平衡
878,\47415y\new-project,[彩色丝印]_100W_LED驱动__FP7209MR
879,\course-examples\zui-xiao-xi-tong-hk32f103c8t6,_核心板_HK32F103C8T6最小系统
880,\y5000\18650-dian-chi-he,18650电池盒
881,\aknice\tp5100-dan-shuang-li-dian-chi-chong-dian,TP5100_单_双锂电池充电
882,\monologuechi\jia-re-tai,大功率PTC加热台(简易回流焊台)
883,\coolouba\hui-liu-han-jia-re-tai,回流焊加热台
884,\pucter\ji-yu-STM32F405fei-kong,基于STM32F405飞控
885,\lu03328\zi-xing-che-gan-ying-deng-wai-zhi-dian-yuan,超低成本自行车感应灯（震动+光控）
886,\li31951\sw6208-yi-dong-dian-yuan,基于SW6208快充移动电源（已验证）
887,\zb_qq\ns-magnetic-detect,NS_磁场检测工具
888,\xiao5333\es9023_usbdac,有颜值有内涵的Es9023_USBDAC
889,\verysunshine\de9eae69acfd4f08a7a2beaae1616fdb,立创面板打印_毕设智能插排子项目+面板设计
890,\hebu123\duo-mei-ti-jian-pan,CV工程师键盘（自制）
891,\sjgdepcb\xiao-xing-te-si-la-yin-le-xian-quan-_2022-10-20_13-31-53,简单的特斯拉音乐线圈
892,\jic-h\yuan-xing-gua-zhui,圆形挂坠
893,\kurashizu\20mm-dian-zhen,24x16_Matrix_Mini
894,\lihooo\rc522-demo,RC522_I2C_UART模块
895,\suxuezhang\hi3861-zui-xiao-xi-tong-ban-_2022-10-16_22-43-55,Hi3861最小系统板
896,\ytm899\bluetooch_gf_v1,2.1蓝牙高保真功放
897,\small_da\xuan-cai-hui-zhang-mu-kuai-BUAAb,炫彩徽章模块（BUAA版）
898,\yinhaijun\san-xian-zhi-pt100-bian-song-qi,三线制PT100变送器
899,\yuandianhe\da-dian-liu-dcdc,大电流DCDC
900,\gushiyuni\ji-yu-as5147p-de-odrive-pei-tao-ci-bian-ma-qi-_pro,基于AS5147P的ODrive配套磁编码器_pro
901,\aknice\ji-fen-qi,立创·梁山派_语音播报记分器
902,\xiaozenga\ip5306_2022-08-08_13-43-07,FM5324GA充放电模块_雪花灯底座
903,\100askteam\yuzuki-lohcc-pro-usb-3-2-gen1-hdmi-huan-chu-cai-ji-ka_transfer,YuzukiLOHCC_Pro_USB3.2_Gen1_采集卡
904,\gnosis\hk32f030-xiang-guan,不到2元的智能温控风扇他来了
905,\z_star\CVgong-cheng-shi-zhuan-yong-jian,CV工程师专用键盘
906,\lemon_wifi\5870ST,_辉光_世界线变动仪！
907,\fanbinjim\vl817_hub,VL817_Hub
908,\verysunshine\han-dan-xue-yuan-chuang-yi-zi-pai,学校字牌_邯郸学院_创意字牌_毕业礼物
909,\cx_lemon\RGBW-Light,RGBW调光台灯
910,\akikyoua\dong-fang-project_flandre-scarlet,东方Project_Flandre_Scarlet
911,\verysunshine\xiang-ji-chi-dao-yi-xing-kong-she-ying-xing-he-pai-she,星空摄影_相机手机赤道仪_星河拍摄_拍木星
912,\100ask_mcu\pitaya_lite,DShanMCU_火龙果开发板
913,\jhx275816\chao-ji-dian-rong-jun-ya-ban-bw6101-yi-jing-ce-shi,超级电容均压板（BW6101）已经测试
914,\gamefunc\rtl8156-vl822-fe2.1-quan-yan-zheng-wan-bi,rtl8156+vl822+fe2.1(全验证完毕)
915,\lin_yu\card_radio,#第七届立创电赛#卡片收音机基于RDA5807FP
916,\156135lk\ef69426225f64cf09d708da645316609,minipcie转pcie
917,\runzeiot\usb-meter,#第七届立创电赛#USB电流表
918,\geeze_tech\Nano_Type-C_Measurer,Nano_Type_C_Measurer
919,\wdz104\STC98C52-LCD12864xian-shi-mo-nia,_STC98C52_LCD12864显示万年历
920,\lemonvv\esp32s3_devboard,ESP32S3_DevBoard
921,\qwerqwerqwer\yousibi,#第七届立创电赛#usb大功率计POWER_N
922,\benk.lv\ke-kong-gui-qu-dong-ban,高压可控硅驱动板
923,\metoo\n32_va,#第七届立创电赛#Metoo_USB_Meter
924,\wdz104\STC98C52-shuo-ma-guan-xian-shi-s,_STC98C52_数码管显示时钟
925,\l1009184289\usb-dian-y,#第七届立创电赛#USB电压电流表基于主控STC8H1K17
926,\jialc_fei\pefeifly_v2-0,固定翼手抛机
927,\2239778894xhh\apm32f407,APM32F407VGT6开发板
928,\benk.lv\dian-ci-tie-yong-qie-ji-dian-lu,电磁铁——切极电路
929,\lcds\mini_dso,#第七届立创电赛#简易数字存储示波器示波器_MiniDSO
930,\zjn_tcl\lan-ya-MWCfei-kong-xiao-si-zhou,蓝牙MWC飞控小四轴
931,\xiaozyh\ESP32kai-fa-ban-v1,ESP32开发板v1
932,\oyan\e339d1c335434328bd4569701cfb1156,KitKat_SlimeVR_PCB
933,\shazip\x-glq,#第七届立创电赛#小功率计
934,\rc6220\dc-dc-n32,#第七届立创电赛#带电压电流检测的可调升压模组
935,\yyy2363\sy8368-dc-dc,SY8368DC_DC降压模块
936,\kurashizu\mi-ni-USBzhuai-UART,迷你USB转UART
937,\wang007\electronbot_servodrive,_开源_ElectronBot_servodrive
938,\dragon_monster\zhi-neng-m,#第七届立创电赛#智能门锁核心板
939,\gamefunc\pcexttt,pc扩展vl822+fe2.1+rtl8153(全验证完毕)
940,\happyhu911\SGM6232_DCDCxiang-ya-mu-kuai,SGM6232_buck__5v降压模块
941,\biannually\CH341Abian-cheng-qi-zhi-chi-5V-3,CH341A编程器，支持5V,3.3V.1.8V电压切换
942,\biannually\GL823Kzhu-kong-du-ka-qi-zhi-chi-,GL823K主控读卡器支持EMMC
943,\xiaoxiaolm\usb-dian-l,#第七届立创电赛#USB电流计
944,\chengchet\usb-dian-l,#第七届立创电赛#USB电流表
945,\teslatony\bm3451-5s,BM3451_5串锂电池均衡保护
946,\19872029175zwz\zi-tai-xia,#第七届立创电赛#姿态显示+二维云台控制
947,\che180\di-cheng-ben-de-lan-ya-sao-ma-zh,低成本的蓝牙扫码支付模块
948,\an_ye\cube-436_-bian-xie-shi-bo-qi,Cube_436_迷你示波器
949,\bluetea\ESP8266-fang-shuo-ma-guan-shi-zh,ESP8266_仿数码管时钟
